millis	xpos	ypos	sX	sY	dpX	dpY	red	green	blue	opacity	A1	A2	A3	A4	L1	R1	L2	R2	S1	S2	M1	M2	up	down	left	right	anlgX	anlgY	anlgU	anlgV	joy1_int	joy2_int
4512	523	255	285	367	266	344	216	237	134	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20784318	-0.15294117	0.0	0.0	18	0
4561	403	167	285	367	266	344	216	237	134	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56078434	-0.10588235	0.0	-0.12156862	33	6
4613	866	219	285	367	266	344	216	237	134	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6784314	0.0	-0.23137254	-0.3490196	33	5
4663	816	383	285	367	266	344	216	237	134	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7882353	0.0	-0.38823527	-0.47450978	39	4
4715	1165	549	285	367	266	344	216	237	134	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79607844	0.0	-0.4823529	-0.3490196	39	-7
4762	619	528	285	367	266	344	216	237	134	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4901961	-0.40392154	-0.3098039	0.0	44	-16
4814	592	454	285	367	266	344	216	237	134	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	-0.73333335	0.0	0.2313726	36	-12
4860	564	304	285	367	266	344	216	237	134	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.38823527	-0.96862745	0.38823533	0.38823533	29	0
4911	800	800	285	367	266	344	216	237	134	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.6156863	-1.0	0.5372549	0.64705884	19	-6
4966	948	335	285	367	266	344	216	237	134	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.45098037	-0.54509807	0.5529412	1.0	4	-23
5014	732	800	285	367	266	344	216	237	134	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.427451	1.0	0	-29
5064	86	224	285	367	266	344	216	237	134	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.90588236	0	-46
5113	851	196	285	367	266	344	216	237	134	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	-0.11372548	0.0	0	-6
5165	465	461	285	367	266	344	216	237	134	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	-0.11372548	0.0	0	-6
5214	350	328	285	367	266	344	216	237	134	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	-0.11372548	0.0	0	-6
5264	203	350	674	351	96	277	216	237	134	105	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	-0.11372548	0.0	0	-6
5313	619	331	295	580	77	194	197	82	105	94	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	-0.11372548	0.0	0	-6
5362	548	343	811	688	104	349	99	236	129	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	-0.11372548	0.0	0	-6
5464	696	800	811	688	104	349	179	16	107	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	-0.25490195	0.0	0	-13
5510	609	392	811	688	104	349	179	16	107	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2941177	0.0	-0.6392157	-0.19999999	14	-22
5563	453	547	811	688	104	349	179	16	107	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52156866	0.0	-0.90588236	-0.27058822	26	-32
5612	557	216	811	688	104	349	179	16	107	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7019608	0.0	-1.0	-0.27843136	35	-37
5661	517	800	811	688	104	349	179	16	107	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6156863	-0.24705881	-1.0	-0.3490196	43	-33
5711	571	800	811	688	104	349	179	16	107	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3411765	-0.46666664	-0.69411767	-0.6627451	40	-2
5763	640	696	811	688	104	349	179	16	107	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	-0.75686276	-0.32549018	-0.84313726	37	25
5812	599	422	811	688	104	349	179	16	107	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.23921567	-0.8980392	0.0	-0.81960785	32	40
5865	565	392	811	688	104	349	179	16	107	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.6313726	-1.0	0.427451	-0.6784314	18	55
5914	666	616	811	688	104	349	179	16	107	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.88235295	-1.0	0.5137255	-0.11372548	5	31
5963	632	708	811	688	104	349	179	16	107	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9137255	-1.0	0.5137255	0.20000005	4	15
6013	716	313	811	688	104	349	179	16	107	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7490196	-1.0	0.5529412	0.52156866	12	1
