millis	xpos	ypos	sX	sY	dpX	dpY	red	green	blue	opacity	A1	A2	A3	A4	L1	R1	L2	R2	S1	S2	M1	M2	up	down	left	right	anlgX	anlgY	anlgU	anlgV	joy1_int	joy2_int
4735	747	374	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	-0.12156862	0	6
4763	410	509	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	-0.15294117	0	7
4796	801	385	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.29411763	-0.23921567	0.0	-0.20784312	-3	10
4829	1280	454	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7490196	-0.372549	0.11372554	-0.70980394	-19	41
4865	748	344	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8509804	-0.38039213	0.2313726	-1.0	-24	61
4897	296	504	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.69411767	-0.18431371	0.28627455	-1.0	-26	64
4935	652	273	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3333333	0.0	0.33333337	-0.9137255	-17	62
4968	583	428	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1607843	0.0	0.15294123	0.0	-9	7
4997	693	560	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.14509803	0.0	0.0	0.16078436	-8	-9
5034	818	429	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.14509803	0.0	0.105882406	0.33333337	-8	-12
5068	712	267	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1372549	-0.24705881	0.12941182	0.7254902	5	-30
5101	191	279	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.20784312	-0.70980394	0.16078436	1.0	25	-42
5134	671	306	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.35686272	-1.0	0.17647064	1.0	32	-42
5167	482	446	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.36470586	-1.0	0.18431377	0.5529412	31	-19
5201	411	425	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.36470586	-0.40392154	0.12941182	0.0	1	6
5233	453	272	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.36470586	0.0	0.11372554	-0.20784312	-19	16
5267	611	399	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.34117645	0.27058828	0.105882406	-0.41176468	-31	25
5300	912	377	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.36470586	0.43529415	0.0	-0.44313723	-40	22
5333	632	495	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.27058822	0.5529412	0.0	-0.4588235	-42	22
5367	783	243	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.7176471	-0.14509803	-0.4588235	-36	15
5400	581	214	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2313726	1.0	-0.23137254	-0.49019605	-39	12
5433	324	160	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52156866	1.0	-0.3333333	-0.6392157	-24	15
5467	266	271	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	-0.44313723	-0.69411767	0	12
5500	330	295	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	-0.5529412	-0.69411767	0	7
5533	601	519	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.9372549	-0.69411767	-0.56078434	3	-7
5566	836	469	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.36470592	-0.70980394	-0.3490196	31	-19
5600	907	492	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	-0.44313723	0.0	0	-23
5832	675	334	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11372554	0.0	0.0	0.0	5	0
5866	844	389	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1686275	0.0	0.0	0.0	8	0
5899	358	439	766	937	268	104	5	97	63	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14509809	0.0	0.0	0.0	7	0
6297	672	638	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4431373	0.11372554	0.0	0.0	16	0
6331	644	436	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92156863	0.11372554	0.0	-0.12156862	40	6
6364	558	433	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.11372554	-0.17647058	-0.20784312	44	1
6398	447	565	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	-0.23921567	-0.27843136	50	1
6431	589	135	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5529412	-0.31764704	-0.30196077	-0.32549018	43	1
6465	655	196	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11372554	-0.24705881	-0.38823527	-0.41176468	18	1
6501	649	193	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	-0.3960784	-0.4588235	0	3
6531	521	239	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	-0.3960784	-0.5058824	0	5
6566	715	691	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	-0.25490195	-0.4588235	0	10
6600	687	345	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	-0.27843136	0	13
6632	633	0	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.10588235	0.0	0.18431377	0.0	-6	9
6667	579	505	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.41960782	-0.12156862	0.427451	0.0	-15	21
6700	682	17	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.56078434	-0.1607843	0.58431375	0.12941182	-21	22
6734	575	228	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.67058825	-0.17647058	0.7647059	0.14509809	-25	30
6767	584	579	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.6862745	-0.17647058	0.77254903	0.14509809	-26	31
6801	549	500	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.54509807	-0.12156862	0.69411767	0.105882406	-22	29
6833	594	800	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.14509803	0.0	0.12941182	0.0	-8	6
6867	663	5	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.12156862	0.0	0.0	0.0	-7	0
6934	771	579	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	-0.12156862	0.0	0.0	6	0
6967	712	482	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11372554	-0.21568626	0.0	0.0	16	0
6999	570	100	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12941182	-0.372549	-0.14509803	0.0	25	-8
7032	599	155	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12941182	-0.38039213	-0.20784312	0.0	25	-11
7067	757	432	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12941182	-0.38039213	-0.2862745	0.0	25	-15
7098	602	514	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	-0.38039213	-0.35686272	-0.10588235	19	-13
7131	775	279	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	-0.38039213	-0.38823527	-0.12156862	19	-14
7164	696	424	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12941182	-0.52156866	-0.41960782	-0.20784312	32	-11
7198	678	271	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254902	-0.6627451	-0.44313723	-0.2862745	45	-8
7233	935	0	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254902	-0.6784314	-0.4588235	-0.35686272	46	-6
7265	542	157	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254902	-0.45098037	-0.4823529	-0.3960784	35	-5
7297	530	182	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	-0.4823529	-0.3960784	0	-5
7332	563	655	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	-0.44313723	-0.41176468	0	-2
7367	649	456	22	793	80	231	163	2	161	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	-0.2862745	-0.3333333	0	2
