millis	xpos	ypos	sX	sY	dpX	dpY	red	green	blue	opacity	A1	A2	A3	A4	L1	R1	L2	R2	S1	S2	M1	M2	up	down	left	right	anlgX	anlgY	anlgU	anlgV	joy1_int	joy2_int
505156	845	501	761	219	145	320	251	139	53	235	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0.12941182	0.0	0.0	0.0	6	0
505205	987	1087	761	219	145	320	251	139	53	235	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.12941182	0.0	0.0	0.0	6	0
505254	1100	862	761	219	145	320	251	139	53	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12941182	0.0	0.0	0.0	6	0
505303	1032	1095	761	219	145	320	251	139	53	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12941182	0.0	0.0	0.0	6	0
505350	851	517	761	219	145	320	251	139	53	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12941182	0.0	0.0	0.0	6	0
505400	972	377	761	219	145	320	251	139	53	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12941182	0.0	-0.12156862	0.0	6	-7
505450	916	828	761	219	145	320	251	139	53	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12941182	0.0	-0.12156862	-0.36470586	6	12
505501	946	1125	761	219	145	320	251	139	53	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12941182	0.0	-0.29411763	-0.70980394	6	20
505551	983	875	761	219	145	320	251	139	53	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12941182	0.0	-0.6392157	-0.36470586	6	-14
505600	1218	632	761	219	145	320	251	139	53	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12941182	0.0	-0.64705884	0.13725495	6	-40
505655	848	392	761	219	145	320	251	139	53	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12941182	0.0	-0.34117645	0.41176474	6	-38
505703	1065	1070	761	219	145	320	251	139	53	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12941182	0.0	0.1686275	0.36470592	6	-10
505754	997	681	761	219	145	320	251	139	53	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.6156863	0.4039216	0	10
505805	1000	621	761	219	145	320	251	139	53	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3098039	-0.41176468	0.78039217	0.77254903	5	0
505853	800	1083	761	219	145	320	251	139	53	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.69411767	-0.9529412	0.79607844	1.0	12	-11
505903	1233	1054	761	219	145	320	251	139	53	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8352941	-1.0	0.49803925	1.0	8	-26
505952	663	531	761	219	145	320	251	139	53	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.81960785	0.0	0.0	-10	0
506005	1129	638	761	219	145	320	251	139	53	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.32549018	0.0	0.0	-34	0
506053	675	957	761	219	145	320	251	139	53	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0.0	0.0	-0.19999999	-50	9
506103	1064	1056	761	219	145	320	251	139	53	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0.0	0.0	0.0	-50	0
